月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
1月,全部科室(汇总对比),缺失行,镊子43弯针3吸引管73喉镜3盘1/w9050,1572909,整行,1.0/541.2/541.2,,100,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1573277,整行,7.0/114.4/800.8,,101,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1573277,整行,6.0/6.4/38.4,,102,,
1月,全部科室(汇总对比),缺失行,镊子46弯针5吸引管38喉镜8盘1/w9050,1573277,整行,1.0/431.2/431.2,,103,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1573304,整行,5.0/70.4/352.0,,104,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1573440,整行,2.0/114.4/228.8,,105,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1573520,整行,4.0/70.4/281.6,,106,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1573537,整行,2.0/114.4/228.8,,107,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1573537,整行,4.0/6.4/25.6,,108,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1573537,整行,1.0/6.4/6.4,,109,,
